id,target
0,0.68062145
2,0.5388119
3,0.9025849
9,0.9758262
11,0.9997072
12,0.999887
21,0.006662637
22,0.005848646
27,0.0041030943
29,0.0048592687
30,0.010861933
35,0.19009268
42,0.012839735
43,0.09092298
45,0.0046719313
46,0.08630565
47,0.0052419007
51,0.1792152
58,0.009195
60,0.006656617
69,0.0035179853
70,0.006030649
72,0.0022423267
75,0.87923896
84,0.44830695
87,0.29948574
88,0.0014042854
90,0.022523642
94,0.0029516816
99,0.98803055
101,0.001103878
103,0.01594609
106,0.97780645
108,0.020619184
111,0.55903006
115,0.03215432
116,0.10114595
122,0.008889079
123,0.013360858
124,0.8919995
125,0.003205359
127,0.08618733
140,0.10359827
142,0.46609485
147,0.0012404621
148,0.0425781
150,0.16145664
152,0.016949147
154,0.008058935
155,0.016949147
166,0.23359945
167,0.00055906177
169,0.43483627
177,0.016949147
179,0.005860597
181,0.006065309
186,0.14459383
188,0.0058079064
189,0.007543534
192,0.005860597
200,0.71215373
202,0.13256845
206,0.20025799
207,0.9797555
214,0.8138844
217,0.9961363
223,0.002956897
224,0.9933195
227,0.86846745
228,0.28034097
230,0.28464168
233,0.68284005
234,0.99356425
236,0.9920028
239,0.99356425
250,0.97731686
255,0.1514237
257,0.005676031
259,0.12983036
275,0.99917924
278,0.26107344
282,0.1128526
284,0.06456229
286,0.114225864
288,0.97731686
292,0.6482638
295,0.022866964
300,0.21421027
304,0.9896097
305,0.9896097
306,0.7260544
308,0.013599038
311,0.072310925
317,0.87646425
319,0.85099244
323,0.021965623
324,0.0148971975
325,0.29398495
326,0.14061484
333,0.0036348999
339,0.2119228
342,0.008832574
343,0.0316191
350,0.011846244
351,0.05878365
357,0.0036520362
359,0.1751295
362,0.006361693
366,0.84432644
367,0.1751295
369,0.1751295
373,0.41804153
374,0.71583784
376,0.52284503
377,0.1751295
378,0.1751295
379,0.46854144
382,0.1751295
385,0.1751295
387,0.85207593
388,0.1751295
391,0.1751295
392,0.1751295
395,0.1751295
399,0.033455133
400,0.026367933
403,0.0016913712
405,0.061942875
408,0.00090256333
411,0.012854099
414,0.06770265
416,0.004028827
417,0.14041477
422,0.0113405585
425,0.0009211302
428,0.007441491
430,0.006773114
431,0.017207056
433,0.13032126
434,0.0016913712
439,0.12432569
441,0.0016913712
449,0.013477892
458,0.003599733
460,0.010842502
464,0.043598026
473,0.46995836
488,0.05816883
491,0.0062794387
494,0.9960841
497,0.009592712
500,0.968239
505,0.014951855
507,0.0236879
508,0.0036260486
510,0.007935792
511,0.0030720532
515,0.99467903
525,0.051606864
529,0.014951855
532,0.014951855
534,0.014951855
537,0.011844099
539,0.12672642
541,0.014951855
545,0.007935792
547,0.9448401
548,0.9996552
549,0.9900104
553,0.99987775
554,0.06557801
555,0.9507061
557,0.24170512
562,0.2832738
566,0.09268758
572,0.05764556
573,0.9945202
582,0.8641812
586,0.9610466
587,0.020222813
590,0.9996552
591,0.054460645
593,0.026911974
595,0.24170512
596,0.3744891
597,0.028127015
601,0.05496931
602,0.07676378
605,0.99767685
610,0.66060114
616,0.13654897
618,0.014347106
620,0.94167423
626,0.008771807
627,0.0077657104
629,0.012474775
632,0.8747376
634,0.0062150657
639,0.014287293
645,0.9996552
647,0.99986136
648,0.00046679378
650,0.03976381
663,0.1692518
666,0.90858686
668,0.015972614
670,0.01601538
673,0.98832583
676,0.39022568
678,0.014421523
692,0.0050849915
693,0.099852055
694,0.0016033351
695,0.018376797
696,0.9988078
698,0.027272254
701,0.00926277
703,0.99730504
707,0.99730504
708,0.98627496
711,0.99730504
715,0.99730504
718,0.009909898
722,0.042895973
723,0.52800405
733,0.99730504
741,0.999609
742,0.99730504
743,0.9782981
747,0.0032366216
749,0.019039571
750,0.006673962
756,0.008336842
757,0.23262033
760,0.0028559864
764,0.009574324
765,0.037435025
766,0.10318977
768,0.081593305
769,0.0060091317
771,0.013587773
772,0.007644266
776,0.026792854
778,0.009414077
780,0.5869553
785,0.0013227463
789,0.009150803
792,0.00021216273
793,0.0015787184
811,0.016945451
813,0.0026831925
816,0.06982282
821,0.0113450885
824,0.0071463585
825,0.01298815
827,0.009387255
830,0.8159964
831,0.48888862
839,0.48888862
844,0.019707412
847,0.8004556
850,0.16147816
854,0.8004556
855,0.9935049
858,0.7647475
861,0.8004556
862,0.014278233
865,0.90498424
869,0.8519808
879,0.4635721
880,0.9613177
887,0.68004215
889,0.9990187
897,0.72679895
900,0.19660184
901,0.19779575
904,0.92529106
908,0.013880342
909,0.009914398
910,0.9990187
913,0.5891838
914,0.40000406
917,0.99590886
918,0.9990187
920,0.7831303
922,0.58590615
924,0.58590615
925,0.009030163
927,0.54590786
933,0.020610094
937,0.05245173
943,0.03229317
949,0.058113188
950,0.95166564
954,0.0031119287
966,0.019625217
967,0.12112069
969,0.0031999648
970,0.87969685
973,0.0038241446
975,0.45630592
980,0.005244702
988,0.00044491887
989,0.0053533018
995,0.013689071
1000,0.0052227974
1003,0.007436186
1007,0.0012446642
1011,0.021410435
1012,0.012725353
1013,0.15083957
1014,0.0041140616
1016,0.99993074
1019,0.017576545
1025,0.0025099218
1027,0.021410435
1028,0.99964476
1030,0.0042280853
1033,0.29425386
1034,0.024069011
1039,0.00069770217
1046,0.006450206
1047,0.1475139
1053,0.013181478
1055,0.026197731
1056,0.21281046
1059,0.6545893
1060,0.004627019
1063,0.03328213
1064,0.007780403
1068,0.0045889616
1076,0.0071589947
1086,0.0036455393
1087,0.003534466
1089,0.0009267926
1092,0.0059576035
1095,0.053076744
1096,0.0017084479
1097,0.015887856
1100,0.0020210445
1101,0.0010543764
1107,0.0031028986
1108,0.016560704
1111,0.0009444654
1115,0.0060076118
1116,0.0028087497
1121,0.013332009
1125,0.0068751276
1127,0.1733765
1131,0.002918452
1133,0.15734774
1135,0.019147992
1137,0.011342794
1140,0.010832131
1144,0.002052188
1147,0.023215353
1148,0.0025764108
1150,0.037656605
1158,0.0018332005
1159,0.009302169
1161,0.0147717
1163,0.004001558
1165,0.11219889
1169,0.01650086
1171,0.008538663
1172,0.015860587
